1.000000   0.021528
0.983051   0.016306
0.966102   0.011623
0.949153   0.007509
0.932203   0.003964
0.915254   0.000967
0.898305   -0.001519
0.881356   -0.003538
0.864407   -0.005144
0.847458   -0.006389
0.830508   -0.007329
0.813559   -0.008014
0.796610   -0.008493
0.779661   -0.008809
0.762712   -0.009001
0.745763   -0.009102
0.728814   -0.009139
0.711864   -0.009136
0.694915   -0.009109
0.677966   -0.009073
0.661017   -0.009036
0.644068   -0.009006
0.627119   -0.008984
0.610169   -0.008973
0.593220   -0.008972
0.576271   -0.008979
0.559322   -0.008992
0.542373   -0.009008
0.525424   -0.009026
0.508475   -0.009041
0.491525   -0.009053
0.474576   -0.009060
0.457627   -0.009062
0.440678   -0.009059
0.423729   -0.009052
0.406780   -0.009041
0.389831   -0.009030
0.372881   -0.009019
0.355932   -0.009011
0.338983   -0.009006
0.322034   -0.009007
0.305085   -0.009013
0.288136   -0.009023
0.271186   -0.009034
0.254237   -0.009042
0.237288   -0.009040
0.220339   -0.009020
0.203390   -0.008969
0.186441   -0.008874
0.169492   -0.008719
0.152542   -0.008485
0.135593   -0.008152
0.118644   -0.007699
0.101695   -0.007105
0.084746   -0.006354
0.067797   -0.005433
0.050847   -0.004345
0.033898   -0.003109
0.016949   -0.001774
0.000000   0.000000
0.000000   0.000000
0.016949   0.004114
0.033898   0.007420
0.050847   0.010421
0.067797   0.013023
0.084746   0.015198
0.101695   0.016959
0.118644   0.018344
0.135593   0.019401
0.152542   0.020182
0.169492   0.020738
0.186441   0.021116
0.203390   0.021358
0.220339   0.021500
0.237288   0.021572
0.254237   0.021597
0.271186   0.021593
0.288136   0.021575
0.305085   0.021552
0.322034   0.021530
0.338983   0.021513
0.355932   0.021502
0.372881   0.021498
0.389831   0.021499
0.406780   0.021505
0.423729   0.021513
0.440678   0.021522
0.457627   0.021531
0.474576   0.021538
0.491525   0.021542
0.508475   0.021545
0.525424   0.021544
0.542373   0.021542
0.559322   0.021538
0.576271   0.021533
0.593220   0.021527
0.610169   0.021522
0.627119   0.021519
0.644068   0.021516
0.661017   0.021516
0.677966   0.021517
0.694915   0.021520
0.711864   0.021524
0.728814   0.021528
0.745763   0.021532
0.762712   0.021535
0.779661   0.021537
0.796610   0.021537
0.813559   0.021536
0.830508   0.021533
0.847458   0.021528
0.864407   0.021524
0.881356   0.021520
0.898305   0.021518
0.915254   0.021520
0.932203   0.021524
0.949153   0.021531
0.966102   0.021538
0.983051   0.021540
1.000000   0.021528
