1.000000   -0.008268
0.983051   -0.007946
0.966102   -0.007728
0.949153   -0.007558
0.932203   -0.007410
0.915254   -0.007281
0.898305   -0.007180
0.881356   -0.007119
0.864407   -0.007114
0.847458   -0.007175
0.830508   -0.007309
0.813559   -0.007521
0.796610   -0.007807
0.779661   -0.008163
0.762712   -0.008579
0.745763   -0.009043
0.728814   -0.009543
0.711864   -0.010066
0.694915   -0.010598
0.677966   -0.011129
0.661017   -0.011647
0.644068   -0.012147
0.627119   -0.012620
0.610169   -0.013065
0.593220   -0.013478
0.576271   -0.013859
0.559322   -0.014210
0.542373   -0.014531
0.525424   -0.014825
0.508475   -0.015092
0.491525   -0.015336
0.474576   -0.015555
0.457627   -0.015749
0.440678   -0.015916
0.423729   -0.016054
0.406780   -0.016160
0.389831   -0.016228
0.372881   -0.016256
0.355932   -0.016240
0.338983   -0.016175
0.322034   -0.016060
0.305085   -0.015895
0.288136   -0.015679
0.271186   -0.015417
0.254237   -0.015112
0.237288   -0.014768
0.220339   -0.014391
0.203390   -0.013985
0.186441   -0.013549
0.169492   -0.013081
0.152542   -0.012570
0.135593   -0.011994
0.118644   -0.011325
0.101695   -0.010520
0.084746   -0.009526
0.067797   -0.008285
0.050847   -0.006741
0.033898   -0.004866
0.016949   -0.002692
0.000000   -0.000000
0.000000   0.000000
0.016949   0.003530
0.033898   0.005398
0.050847   0.006885
0.067797   0.008076
0.084746   0.009021
0.101695   0.009767
0.118644   0.010353
0.135593   0.010815
0.152542   0.011183
0.169492   0.011479
0.186441   0.011720
0.203390   0.011917
0.220339   0.012079
0.237288   0.012208
0.254237   0.012306
0.271186   0.012371
0.288136   0.012404
0.305085   0.012400
0.322034   0.012360
0.338983   0.012282
0.355932   0.012165
0.372881   0.012009
0.389831   0.011818
0.406780   0.011592
0.423729   0.011335
0.440678   0.011050
0.457627   0.010742
0.474576   0.010414
0.491525   0.010071
0.508475   0.009715
0.525424   0.009350
0.542373   0.008978
0.559322   0.008601
0.576271   0.008219
0.593220   0.007831
0.610169   0.007435
0.627119   0.007030
0.644068   0.006613
0.661017   0.006178
0.677966   0.005722
0.694915   0.005241
0.711864   0.004729
0.728814   0.004182
0.745763   0.003596
0.762712   0.002968
0.779661   0.002295
0.796610   0.001577
0.813559   0.000815
0.830508   0.000009
0.847458   -0.000835
0.864407   -0.001711
0.881356   -0.002610
0.898305   -0.003522
0.915254   -0.004433
0.932203   -0.005326
0.949153   -0.006182
0.966102   -0.006976
0.983051   -0.007683
1.000000   -0.008268
