TITLE     = "Plot3D DataSet"
VARIABLES = "X"
"Z"
DATASETAUXDATA Common.SpeedOfSound="1.0"
DATASETAUXDATA Common.VectorVarsAreVelocity="FALSE"
ZONE T="Slice: Y=4"
 STRANDID=3, SOLUTIONTIME=0
 I=33, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 6.830767822E+01 5.766664147E-01
 6.775461578E+01 5.958774686E-01
 6.695984650E+01 6.228331327E-01
 6.584136963E+01 6.595032215E-01
 6.431282043E+01 7.073230147E-01
 6.230546951E+01 7.662148476E-01
 5.980297089E+01 8.333093524E-01
 5.687788773E+01 9.019660354E-01
 5.370567703E+01 9.619887471E-01
 5.053315735E+01 1.002037287E+00
 4.760730743E+01 1.014019847E+00
 4.510397720E+01 9.966106415E-01
 4.309622192E+01 9.545820951E-01
 4.156810379E+01 8.952166438E-01
 4.045134735E+01 8.238906264E-01
 3.966077423E+01 7.391154170E-01
 3.914779282E+01 5.766664147E-01
 3.966077423E+01 4.142174721E-01
 4.045134735E+01 3.294422030E-01
 4.156810379E+01 2.581162453E-01
 4.309622192E+01 1.987507790E-01
 4.510397720E+01 1.567221880E-01
 4.760730743E+01 1.393131167E-01
 5.053315735E+01 1.512955278E-01
 5.370567703E+01 1.913440675E-01
 5.687788773E+01 2.513668239E-01
 5.980297089E+01 3.200235367E-01
 6.230546951E+01 3.871180415E-01
 6.431282043E+01 4.460098743E-01
 6.584136963E+01 4.938296378E-01
 6.695984650E+01 5.304996967E-01
 6.775461578E+01 5.574554205E-01
 6.830767822E+01 5.766664147E-01
