TITLE     = "Plot3D DataSet"
VARIABLES = "X"
"Z"
DATASETAUXDATA Common.SpeedOfSound="1.0"
DATASETAUXDATA Common.VectorVarsAreVelocity="FALSE"
ZONE T="Slice: Y=6"
 STRANDID=3, SOLUTIONTIME=0
 I=33, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 6.899891663E+01 7.340698242E-01
 6.862849426E+01 7.469366789E-01
 6.809619141E+01 7.649906278E-01
 6.734707642E+01 7.895508409E-01
 6.632331085E+01 8.215787411E-01
 6.497886658E+01 8.610222340E-01
 6.330278015E+01 9.059596658E-01
 6.134367371E+01 9.519433379E-01
 5.921904373E+01 9.921443462E-01
 5.709420776E+01 1.018967390E+00
 5.513458252E+01 1.026992679E+00
 5.345794678E+01 1.015332699E+00
 5.211322784E+01 9.871836305E-01
 5.108975220E+01 9.474228621E-01
 5.034178543E+01 8.996513486E-01
 4.981229401E+01 8.428720832E-01
 4.946871948E+01 7.340698242E-01
 4.981229401E+01 6.252676249E-01
 5.034178543E+01 5.684883595E-01
 5.108975220E+01 5.207168460E-01
 5.211322784E+01 4.809561074E-01
 5.345794678E+01 4.528069198E-01
 5.513458252E+01 4.411469996E-01
 5.709420776E+01 4.491723776E-01
 5.921904373E+01 4.759953618E-01
 6.134367371E+01 5.161963701E-01
 6.330278015E+01 5.621800423E-01
 6.497886658E+01 6.071174741E-01
 6.632331085E+01 6.465609670E-01
 6.734707642E+01 6.785888672E-01
 6.809619141E+01 7.031491399E-01
 6.862849426E+01 7.212030292E-01
 6.899891663E+01 7.340698242E-01
