TITLE     = "Plot3D DataSet"
VARIABLES = "X"
"Z"
DATASETAUXDATA Common.SpeedOfSound="1.0"
DATASETAUXDATA Common.VectorVarsAreVelocity="FALSE"
ZONE T="Slice: Y=1E-05"
 STRANDID=3, SOLUTIONTIME=0
 I=33, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 7.199997711E+01 2.125565516E-06
 7.063439941E+01 4.743682966E-02
 6.867199707E+01 1.139942631E-01
 6.591032410E+01 2.045377195E-01
 6.213611984E+01 3.226114213E-01
 5.717968750E+01 4.680235982E-01
 5.100066376E+01 6.336893439E-01
 4.377822876E+01 8.032124043E-01
 3.594560242E+01 9.514169097E-01
 2.811220360E+01 1.050302386E+00
 2.088786888E+01 1.079888701E+00
 1.470680428E+01 1.036903143E+00
 9.749375343E+00 9.331287146E-01
 5.976233959E+00 7.865471244E-01
 3.218797684E+00 6.104332805E-01
 1.266770959E+00 4.011113048E-01
 1.462015061E-04 2.125565516E-06
 1.266770959E+00 -4.011070430E-01
 3.218797684E+00 -6.104289889E-01
 5.976233959E+00 -7.865428329E-01
 9.749375343E+00 -9.331244826E-01
 1.470680428E+01 -1.036898971E+00
 2.088786888E+01 -1.079884410E+00
 2.811220360E+01 -1.050298214E+00
 3.594560242E+01 -9.514126778E-01
 4.377822876E+01 -8.032081723E-01
 5.100066376E+01 -6.336850524E-01
 5.717968750E+01 -4.680193365E-01
 6.213611984E+01 -3.226071596E-01
 6.591032410E+01 -2.045334727E-01
 6.867199707E+01 -1.139900163E-01
 7.063439941E+01 -4.743257910E-02
 7.199997711E+01 2.125565516E-06
