TITLE     = "Plot3D DataSet"
VARIABLES = "X"
"Z"
DATASETAUXDATA Common.SpeedOfSound="1.0"
DATASETAUXDATA Common.VectorVarsAreVelocity="FALSE"
ZONE T="Slice: Y=11.9"
 STRANDID=6, SOLUTIONTIME=0
 I=33, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 7.182606506E+01 9.812951088E-01
 7.176744843E+01 9.833313823E-01
 7.168320465E+01 9.861886501E-01
 7.156465149E+01 9.900755882E-01
 7.140261841E+01 9.951442480E-01
 7.118985748E+01 1.001386642E+00
 7.092459869E+01 1.008498549E+00
 7.061454773E+01 1.015775800E+00
 7.027829742E+01 1.022138119E+00
 6.994202423E+01 1.026383162E+00
 6.963188934E+01 1.027653217E+00
 6.936654663E+01 1.025807858E+00
 6.915372467E+01 1.021353006E+00
 6.899175262E+01 1.015060425E+00
 6.887338257E+01 1.007500172E+00
 6.878958130E+01 9.985141754E-01
 6.873520660E+01 9.812951088E-01
 6.878958130E+01 9.640759826E-01
 6.887338257E+01 9.550900459E-01
 6.899175262E+01 9.475297332E-01
 6.915372467E+01 9.412371516E-01
 6.936654663E+01 9.367823005E-01
 6.963188934E+01 9.349368811E-01
 6.994202423E+01 9.362070560E-01
 7.027829742E+01 9.404520988E-01
 7.061454773E+01 9.468142986E-01
 7.092459869E+01 9.540917277E-01
 7.118985748E+01 9.612035155E-01
 7.140261841E+01 9.674459100E-01
 7.156465149E+01 9.725146890E-01
 7.168320465E+01 9.764015675E-01
 7.176744843E+01 9.792587757E-01
 7.182606506E+01 9.812951088E-01
