TITLE     = "Plot3D DataSet"
VARIABLES = "X"
"Z"
DATASETAUXDATA Common.SpeedOfSound="1.0"
DATASETAUXDATA Common.VectorVarsAreVelocity="FALSE"
ZONE T="Slice: Y=10"
 STRANDID=5, SOLUTIONTIME=0
 I=33, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 7.086748505E+01 9.149456024E-01
 7.072232056E+01 9.199879766E-01
 7.051371765E+01 9.270631075E-01
 7.022015381E+01 9.366879463E-01
 6.981894684E+01 9.492392540E-01
 6.929207611E+01 9.646967053E-01
 6.863523865E+01 9.823070765E-01
 6.786749268E+01 1.000327468E+00
 6.703487396E+01 1.016081810E+00
 6.620217896E+01 1.026593328E+00
 6.543421936E+01 1.029738426E+00
 6.477716827E+01 1.025169015E+00
 6.425019073E+01 1.014137745E+00
 6.384910583E+01 9.985560179E-01
 6.355598450E+01 9.798349142E-01
 6.334848404E+01 9.575838447E-01
 6.321384048E+01 9.149456024E-01
 6.334848404E+01 8.723073602E-01
 6.355598450E+01 8.500562906E-01
 6.384910583E+01 8.313352466E-01
 6.425019073E+01 8.157535195E-01
 6.477716827E+01 8.047221899E-01
 6.543421936E+01 8.001527786E-01
 6.620217896E+01 8.032978177E-01
 6.703487396E+01 8.138094544E-01
 6.786749268E+01 8.295636773E-01
 6.863523865E+01 8.475841880E-01
 6.929207611E+01 8.651945591E-01
 6.981894684E+01 8.806520104E-01
 7.022015381E+01 8.932033181E-01
 7.051371765E+01 9.028281569E-01
 7.072232056E+01 9.099032879E-01
 7.086748505E+01 9.149456024E-01
