variables=x-Bh,<greek>D</greek>p/p<sub>0</sub>
-1 0
0.00000000 0.00000000
-4.57902937 0.00612363
-4.24935297 0.00612363
-7.64043632 0.01076530
-3.85602021 0.00645549
-2.55730340 0.00524661
-3.16145436 0.00641156
-2.64640861 0.00618032
-2.42517799 0.00631560
-1.92680562 0.00610515
-1.45930170 0.00593321
-1.52792916 0.00643010
-1.10285420 0.00631109
-0.73847525 0.00626780
-0.48837801 0.00636707
-0.00678638 0.00617756
0.28371493 0.00622643
0.57522091 0.00627405
0.98489436 0.00617425
1.26688797 0.00623373
1.67721636 0.00613312
1.75573035 0.00644645
1.82700898 0.00676880
2.47678995 0.00636947
2.93472432 0.00620946
3.28891639 0.00617888
3.05923929 0.00687668
2.90439525 0.00748112
3.59615259 0.00702942
4.39766760 0.00644080
4.69661099 0.00647914
4.25171762 0.00744542
3.99170870 0.00818106
4.59278679 0.00784248
5.40195160 0.00724432
5.82027237 0.00713373
6.17739112 0.00709950
6.38566656 0.00725095
6.68697262 0.00728633
7.26029904 0.00698238
7.66849541 0.00688443
8.10404518 0.00675235
8.50931189 0.00665805
8.82006140 0.00668167
9.31761456 0.00647223
9.70755326 0.00639706
9.19364507 0.00744944
8.15158699 0.00916068
8.81093887 0.00874941
10.02496479 0.00764617
10.45488892 0.00752112
11.01443018 0.00723436
11.78114463 0.00668915
12.18128622 0.00660125
12.63213670 0.00645009
12.97977316 0.00642767
13.37613190 0.00634449
13.78807507 0.00624187
14.17933434 0.00616504
14.93132030 0.00563821
15.35406616 0.00552209
15.27140997 0.00603649
13.74815132 0.00834803
14.28404166 0.00809079
15.89663104 0.00649034
16.50988356 0.00613658
17.05238656 0.00587107
17.39656251 0.00585299
17.72112351 0.00585937
18.29939903 0.00554924
18.99150894 0.00509710
19.58328683 0.00477014
19.38765073 0.00542546
19.82791934 0.00528750
20.43095987 0.00494648
20.63111843 0.00510805
22.08800259 0.00370185
19.79683952 0.00697135
19.53538380 0.00770880
21.27593186 0.00594873
21.97429787 0.00548878
22.49784357 0.00524694
22.04192528 0.00622697
22.43564932 0.00614707
23.54543191 0.00517388
24.56809799 0.00430938
25.13064483 0.00401887
21.61570913 0.00881504
21.01776124 0.00997225
23.15626905 0.00771573
24.48760568 0.00646616
