iteration,Lift,passenger,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,param_15,param_16,param_17,param_18,param_19,param_20,param_21,param_22,param_23,param_24,param_25,param_26,param_27,param_28,param_29,param_30,param_31,param_32,param_33,param_34,param_35,param_36,param_37,param_38,param_39,param_40,param_41,param_42,param_43,param_44,param_45,param_46,param_47,param_48,param_49,param_50,param_51,param_52,param_53,param_54,param_55,param_56,param_57,param_58,param_59,param_60,param_61,param_62,param_63,param_64,param_65,param_66,param_67,param_68,param_69,param_70,param_71,param_72,param_73,param_74,param_75,param_76,param_77,param_78,param_79,param_80,param_81,param_82,param_83,param_84,param_85,param_86,param_87,param_88,param_89,param_90,param_91,param_92,param_93,param_94,param_95,param_96,param_97,param_98,param_99,param_100,param_101,param_102,param_103,param_104,param_105,param_106,param_107,param_108,param_109,param_110,param_111,param_112,param_113,param_114,param_115,param_116,param_117,param_118,param_119,param_120,param_121,param_122,param_123,param_124,param_125,param_126,param_127,param_128,param_129,param_130,param_131,param_132,param_133,param_134,param_135,param_136,param_137,param_138,param_139,param_140,param_141,param_142,param_143,param_144,param_145,param_146,param_147,param_148,param_149,param_150,param_151,param_152,param_153,param_154,param_155,param_156,param_157,param_158,param_159,param_160,param_161,param_162,param_163,param_164,param_165,param_166,param_167
45,1236997,156,0,-0.015332775,0.088836796,0.089214939,0.108352998,-0.04050702,0.147581142,0.025594218,0.019627818,0.12297594,-0.03208236,-0.107175387,0.049812783,-0.0842992,-0.027483908,0.054288368,-0.239419246,0.072923438,-0.184098262,0.077286445,71.92520412,-0.114118508,0.015890713,0.015890713,2,-0.012288561,0.024831942,0.186122022,-0.040420183,0.105159419,0.092836249,-0.000209021,0.061130641,0.08960374,-0.02092247,0.00918262,-0.194771462,0.137812316,-0.297605098,0.236834409,-0.468363179,0.154928881,-0.156472064,12.58099097,69.75009715,0.031866938,0.019593041,0.019593041,4,-0.001657693,0.054199114,0.081515779,-0.030567945,0.108224899,-0.068644773,0.086199327,-0.006902173,0.085604585,-0.025672004,-0.058062398,-0.017151831,-0.120857001,0.03323458,-0.060816982,-0.196884619,0.062807699,-0.129839327,29.31079608,68.92109054,0.574220127,0.015851713,0.015851713,6,0.035256804,0.09412677,-0.027009962,0.164822699,-0.065237888,0.067865031,0.051474778,0.025026684,0.073812068,-0.02757343,-0.096565169,0.025785717,-0.125383011,0.100843251,-0.080584111,-0.046898639,-0.032677246,-0.044531483,40.8549993,68.59949172,1.355865096,0.004096707,0.004096707,8,-0.000959417,0.061129576,-0.034100241,0.110390534,-0.032882083,0.068809509,0.041040373,0.105868005,0.032897095,-0.002449123,-0.101800579,0.069958243,-0.166935755,0.135863522,-0.192569801,0.10862081,-0.05145184,0.028137729,49.35283446,68.73699653,1.756276597,-0.001210722,-0.001210722,10,0.011001221,0.090168137,0.018190329,0.11039121,0.034576338,0.013364666,0.051539214,0.0249154,0.003715645,-0.008245946,-0.075954143,0.049442672,-0.211484993,0.133828799,-0.236175587,0.099095746,-0.017733452,0.008438431,55.02704356,69.8111857,2.082137497,-0.003539291,-0.003539291,14.18,0.005312779,0.033701304,0.006134054,0.135273783,-0.003089946,0.074599585,0.05449393,0.08216,0.059466228,-0.044935599,-0.064988815,0.045508151,-0.147555955,0.147764901,-0.178913076,0.086722357,-0.008134335,0.036162433,66.7956074,71.8190033,2.883951394,-0.016524691,-0.016524691
46,1209660,168,0,0.019997668,0.034391135,0.096729037,0.112718932,-0.076174421,0.167472951,0.002038471,0.048220487,0.110818832,-0.008892111,-0.120907636,0.035420716,-0.106228017,-0.054006889,0.054189228,-0.278384336,0.038732494,-0.169623204,-0.057633707,71.9881174,-0.035939585,0.015890713,0.015890713,2,0.026818626,-0.009888438,0.231135971,-0.09582895,0.101455726,0.070347117,-0.004431724,0.058120592,0.056059121,-0.01002665,-0.011992528,-0.17972698,0.121004411,-0.296702396,0.22967531,-0.456629222,0.142610502,-0.168246991,12.6336574,69.78803689,0.026082151,0.019593041,0.019593041,4,-0.017071315,0.036995639,0.098483636,-0.02635167,0.13297252,-0.02302128,0.090106045,0.025428979,0.066110703,-0.007676024,-0.062410464,0.008922694,-0.111187335,0.071463799,-0.051136305,-0.193627198,0.055939083,-0.149707218,29.3156936,69.02528567,0.62733417,0.015851713,0.015851713,6,0.029340012,0.05380129,0.009640728,0.12352804,-0.025225569,0.062246253,0.037306254,0.029286775,0.037290376,-0.028661153,-0.064810761,0.062430337,-0.150566704,0.08444942,-0.078127104,-0.042891678,0.001969533,-0.053206459,40.96501335,68.64519657,1.301864216,0.004096707,0.004096707,8,0.030993936,0.037950011,0.0102221,0.08764254,-0.033899105,0.101008251,0.055215565,0.087604135,0.05817189,0.005131186,-0.072623691,0.045082058,-0.150331167,0.154472473,-0.206325954,0.098689788,-0.058518374,-0.007918527,49.48665008,68.89451976,1.786248652,-0.001210722,-0.001210722,10,0.01905683,0.061529347,-0.0160223,0.081778978,0.005399931,0.007192022,0.046690476,0.054894205,0.049711067,-0.031707355,-0.095453309,0.103332258,-0.205777075,0.162952806,-0.209998885,0.10147819,-0.029665047,0.007239008,54.97167603,69.79078952,2.031883562,-0.003539291,-0.003539291,14.18,-0.004858216,0.04692799,0.012939887,0.136388636,-0.011111993,0.033514933,0.006987081,0.067684596,0.032739948,-0.02749738,-0.084090798,0.040473374,-0.157761573,0.160038851,-0.217613306,0.074375765,-0.034591184,0.042632055,66.66610787,71.66669949,2.861723713,-0.016524691,-0.016524691
47,1251754,132,0,0.033965222,0.071404753,0.086354773,0.116408927,-0.046847398,0.153465601,-0.001409086,-0.004478452,0.129822824,-0.006284048,-0.107215963,0.015840996,-0.09038094,-0.015732741,0.06137131,-0.288472374,0.078576532,-0.14175946,-0.011235825,71.94674581,-0.129319683,0.015890713,0.015890713,2,-0.008232939,-0.001807223,0.190223068,-0.06912357,0.097888756,0.07867042,-0.020309329,0.019112694,0.065028019,-0.014128671,-0.005729488,-0.183974896,0.102796873,-0.271718801,0.245042642,-0.445581064,0.119509011,-0.170276491,12.58702008,69.889254,0.015194224,0.019593041,0.019593041,4,0.011025787,0.023089746,0.127305838,-0.015286828,0.104346257,-0.0593121,0.091422201,-0.005840018,0.085741459,-0.03689677,-0.067063142,0.027903721,-0.146309842,0.027083742,-0.052266764,-0.200208372,0.107136404,-0.140042668,29.32125471,69.01135198,0.651826153,0.015851713,0.015851713,6,0.029703801,0.087188454,0.00555022,0.17839352,-0.033266912,0.065276827,0.055988975,0.049271819,0.025043975,0.013733249,-0.075343012,0.045571105,-0.16190159,0.077179974,-0.082901182,-0.047954785,-0.017008555,-0.068779913,40.82485813,68.59300853,1.379069187,0.004096707,0.004096707,8,0.010819535,0.029982725,0.008806515,0.127441621,0.006153657,0.075316062,0.004496553,0.112637919,0.051289179,-0.027358159,-0.050855446,0.07842444,-0.195875126,0.137208602,-0.200647009,0.072051065,-0.021483459,0.023504729,49.35689129,68.75299183,1.666196385,-0.001210722,-0.001210722,10,0.020087767,0.05408157,0.030902413,0.093449669,0.02242001,0.017806695,0.075090492,0.033469266,0.043585269,-0.034860196,-0.108859373,0.078927201,-0.178147051,0.174334995,-0.210714444,0.114218332,-0.009561269,0.025012107,55.02742562,69.81555413,1.973297519,-0.003539291,-0.003539291,14.18,0.002725847,0.07982235,0.001105197,0.135579869,-0.003849931,0.032732987,0.017816261,0.044142403,0.055203342,-0.027784061,-0.090151345,0.050075696,-0.145612031,0.141066994,-0.220523904,0.075199998,-0.012634511,0.002765907,66.81723766,71.6502855,2.94649904,-0.016524691,-0.016524691
48,1284727,150,0,0.033839514,0.062282116,0.072780151,0.081050415,-0.046059929,0.172434482,0.027815358,0.016115285,0.114052949,0.007514179,-0.112234118,0.007981615,-0.13518917,-0.003049637,0.058592904,-0.266547042,0.075361638,-0.12918128,-0.008284315,71.87079908,-0.122241693,0.015890713,0.015890713,2,0.012274678,-0.020153393,0.20515871,-0.057392082,0.078684944,0.080113095,0.000339962,0.016403158,0.091660946,-0.005718948,-0.005810415,-0.189217167,0.124725407,-0.293689032,0.235942628,-0.442705294,0.137883852,-0.203815285,12.71002334,69.88000746,0.136936451,0.019593041,0.019593041,4,0.035423725,0.054570853,0.12201436,-0.028553637,0.140882123,-0.059001448,0.117189318,0.023915909,0.079337722,-0.005760113,-0.085348356,0.036862994,-0.109811913,0.065953307,-0.049318083,-0.20877778,0.087874209,-0.125713549,29.369802,68.85044011,0.600853966,0.015851713,0.015851713,6,-0.006827994,0.089825868,-0.037285226,0.174799919,-0.066119918,0.103289434,0.051373592,0.05770579,0.025188631,-0.000415208,-0.05066443,0.068916543,-0.140820554,0.05176178,-0.084182081,0.004768123,-0.006178178,-0.059907422,40.81742492,68.63523061,1.479303982,0.004096707,0.004096707,8,0.011078997,0.063918817,-0.000336463,0.092097128,-0.022375462,0.045440467,0.055815387,0.088358547,0.062152829,-0.021064187,-0.048210485,0.079651931,-0.183171082,0.112408323,-0.205561123,0.087321168,-0.023824714,0.027578046,49.50457313,68.84691364,1.710349256,-0.001210722,-0.001210722,10,0.031276065,0.072954723,-0.014801779,0.075842608,0.043291363,0.042715482,0.022121565,0.036940008,0.017628072,0.002095042,-0.121647123,0.068353517,-0.191933478,0.176583376,-0.200570748,0.11299602,-0.064532105,-0.00267566,55.05085078,69.80639445,2.070328471,-0.003539291,-0.003539291,14.18,0.033153352,0.042274844,-0.036796514,0.141414946,0.001890047,0.066269776,0.007866738,0.051162677,0.042029339,-0.056985282,-0.069418275,0.016292268,-0.161311891,0.168954075,-0.181076623,0.127210513,0.011511545,-0.000568187,66.64336211,71.68734231,3.014077816,-0.016524691,-0.016524691
49,1268598,125,0,0.029325731,0.064267831,0.049849027,0.087750057,-0.050968391,0.178157199,-0.018377733,0.02563459,0.118859666,-0.007444325,-0.098680315,0.030163862,-0.124714275,-0.035716518,0.03830729,-0.250868117,0.036589498,-0.140430992,0.096455133,71.98688786,-0.203343951,0.015890713,0.015890713,2,0.035527822,0.029302015,0.201642271,-0.095708745,0.106765772,0.054761505,-0.029314918,0.034988684,0.073354314,-0.030273647,0.021566534,-0.186290496,0.117216584,-0.304598005,0.271603656,-0.427191609,0.131431627,-0.154326555,12.60295078,69.86574013,0.082269884,0.019593041,0.019593041,4,0.033424087,0.052609368,0.131781601,-0.022215679,0.143926004,-0.033908058,0.087389671,0.011386286,0.08109335,-0.021343716,-0.042570529,-0.004325386,-0.116628958,0.069880728,-0.043904618,-0.24605273,0.053848042,-0.144376411,29.39913094,68.89938187,0.577653844,0.015851713,0.015851713,6,0.022642692,0.097627183,-0.009958628,0.166477163,-0.027735683,0.116260955,0.026979961,0.065539234,0.043114175,0.024919327,-0.060270045,0.071025315,-0.13796374,0.083763846,-0.118145088,-0.005471994,0.019222879,-0.044131902,40.92907012,68.50631547,1.406820078,0.004096707,0.004096707,8,0.039932723,0.076610052,-0.001628328,0.121956008,-0.034542814,0.08008793,0.024649465,0.091780216,0.00639384,-0.008210948,-0.045566627,0.058073708,-0.173007881,0.140142751,-0.214018785,0.115921888,-0.028649153,0.005545992,49.35759623,68.72493365,1.653116282,-0.001210722,-0.001210722,10,0.019469943,0.069311009,-0.017800136,0.084269462,0.015412709,0.063057687,0.066470671,0.07674191,0.037923173,-0.014879319,-0.074584096,0.058840628,-0.187629782,0.178587766,-0.181431344,0.06202993,-0.064296054,0.021477596,55.03445927,69.81262745,2.030763857,-0.003539291,-0.003539291,14.18,0.028020373,0.036429606,-0.031736187,0.103656963,0.014492813,0.028731582,0.018643494,0.040120386,0.020086623,-0.009126356,-0.062816052,0.068488312,-0.197989763,0.136324435,-0.231869107,0.089959349,0.01142802,0.005478514,66.65309106,71.74782808,2.904017052,-0.016524691,-0.016524691
50,1202190,120,0,-0.011031165,0.048080817,0.078945612,0.121248692,-0.073381538,0.14194792,-0.021030957,-0.009715925,0.106675821,-0.007417302,-0.097086088,0.013273675,-0.093925787,-0.003979492,0.046232037,-0.261984449,0.021374795,-0.18586866,0.012322684,71.86182425,-0.087115326,0.015890713,0.015890713,2,0.005843327,0.004047698,0.225910297,-0.074695374,0.098902227,0.080108764,-0.014409405,0.055995881,0.037505046,-0.03033206,-0.011737682,-0.15011498,0.104275246,-0.275262788,0.224648974,-0.440002807,0.12380812,-0.16429779,12.58642713,69.85946043,0.145907182,0.019593041,0.019593041,4,-0.013406073,0.028600333,0.106378522,-0.045516971,0.156457185,-0.064466407,0.087454188,0.007226186,0.060001719,-0.020923848,-0.070156237,0.003021223,-0.117816301,0.05193751,-0.062696293,-0.20830152,0.056846875,-0.124925783,29.31855615,69.02794448,0.583104618,0.015851713,0.015851713,6,0.007849249,0.096787164,-0.042785512,0.126893523,-0.047985588,0.090216379,0.035197386,0.034674031,0.02576584,0.020861031,-0.076772919,0.071175484,-0.108133529,0.05344101,-0.086057769,-0.041472839,-0.02183743,-0.086052909,40.78802988,68.57154724,1.316332768,0.004096707,0.004096707,8,0.014933284,0.032264603,-0.016069486,0.134675911,-0.03229471,0.088957828,0.028335924,0.111115384,0.036834386,-0.037435949,-0.077845101,0.058826259,-0.184548057,0.150557303,-0.216063141,0.115217172,-0.023458404,-0.006059359,49.44585058,68.82628349,1.62277497,-0.001210722,-0.001210722,10,0.001976912,0.079696907,0.016302741,0.059381306,0.012466076,0.011143091,0.031933687,0.044362516,0.047221767,0.00894633,-0.106240469,0.082139719,-0.191840148,0.182912157,-0.211851932,0.078652899,-0.012448334,-0.017309679,54.92791395,69.72563892,2.060071183,-0.003539291,-0.003539291,14.18,0.043451614,0.050998895,-0.016833883,0.123234437,-0.027739395,0.021446296,0.029738309,0.059700629,0.029502688,-0.055332159,-0.049446589,0.045641644,-0.176015823,0.118817935,-0.185316791,0.073548297,0.005296635,0.00705779,66.73731117,71.69759114,2.943387621,-0.016524691,-0.016524691
51,1316842,120,0,0.000374184,0.05990427,0.099075478,0.099891575,-0.065337299,0.177063625,-0.006974288,-0.004629022,0.123876078,-0.005409496,-0.124687096,0.060194882,-0.105681172,-0.013139969,0.055638314,-0.269889636,0.070736417,-0.174486123,0.096170183,71.99694131,-0.027708787,0.015890713,0.015890713,2,0.005311305,-0.000532038,0.195030021,-0.045397997,0.108572931,0.050044857,0.012235676,0.036330877,0.087981502,-0.028690612,-0.017063725,-0.164815277,0.157707341,-0.262032543,0.234681917,-0.432324982,0.129514925,-0.170889905,12.61261723,69.87300475,0.032042226,0.019593041,0.019593041,4,-0.007982351,0.065518532,0.128637363,-0.063252707,0.153215218,-0.05940576,0.12021389,0.045001116,0.063520881,-0.027510718,-0.077909574,-0.006581988,-0.12096959,0.067282334,-0.043918092,-0.192745201,0.092801073,-0.129664298,29.44351853,68.88933443,0.569502206,0.015851713,0.015851713,6,0.040450098,0.085371287,-0.014496043,0.122876492,-0.015951752,0.112205259,0.064086565,0.052623261,0.049269263,-0.01172418,-0.060303234,0.036982641,-0.103685435,0.044268573,-0.118021635,-0.026762633,0.018685981,-0.072478993,40.87536498,68.54848971,1.399314067,0.004096707,0.004096707,8,0.024622667,0.035766208,-0.034633115,0.141871636,0.015481305,0.05116097,0.046659834,0.065638356,0.012165988,-0.016333505,-0.053400753,0.080184793,-0.194351602,0.12920289,-0.188748369,0.106106614,-0.023438307,-0.007685376,49.46015645,68.80408614,1.719960252,-0.001210722,-0.001210722,10,0.057718775,0.056549845,-0.007817178,0.102932552,0.003914561,0.062312035,0.05968366,0.060429179,0.037910519,-0.019995408,-0.074636414,0.069460601,-0.176253003,0.17694562,-0.191862525,0.063215684,-0.054459635,-0.00702201,55.11860019,69.67902307,1.970263977,-0.003539291,-0.003539291,14.18,0.0390431,0.034202965,-0.014058492,0.092280729,0.005381161,0.058062726,0.052062795,0.063349602,0.04216825,-0.008855542,-0.077706072,0.068841547,-0.160395097,0.137497479,-0.228591213,0.08516262,-0.029383094,0.031470947,66.7813467,71.68338584,3.034719468,-0.016524691,-0.016524691
52,1279770,150,0,0.018438729,0.046376127,0.075036115,0.109830774,-0.064269756,0.18707497,0.004109799,0.005234772,0.09258923,-0.012601186,-0.103634027,0.035797408,-0.107962969,-0.047024963,0.080715661,-0.266409915,0.069780678,-0.155998152,-0.01911981,72.04722212,-0.118020599,0.015890713,0.015890713,2,-0.006587362,0.023789048,0.185286385,-0.040960545,0.066883311,0.10148615,0.012287249,0.029036702,0.064150565,-0.036740733,-0.0011633,-0.162965961,0.10408606,-0.258992299,0.253246567,-0.447213632,0.130666877,-0.170319288,12.53322768,69.90279902,0.156768965,0.019593041,0.019593041,4,0.023275149,0.027055289,0.085651444,-0.043416918,0.146214103,-0.017040093,0.080950943,0.021705628,0.060355378,-0.003567171,-0.079293514,-0.019766344,-0.129006397,0.033059386,-0.075331618,-0.217534425,0.105150853,-0.114322614,29.32560642,69.01412241,0.518996256,0.015851713,0.015851713,6,0.04450981,0.096948911,-0.005975404,0.136999107,-0.017614783,0.119581099,0.012314684,0.029585444,0.050838251,-0.018824687,-0.094529611,0.039919,-0.10383166,0.076151199,-0.088545769,-0.036250385,-0.000284103,-0.035274803,40.90796927,68.67263308,1.416756094,0.004096707,0.004096707,8,0.044944754,0.033896364,0.002514269,0.115596543,-0.011774759,0.070503123,0.039762112,0.087157972,0.03188676,0.002203672,-0.045606371,0.07112686,-0.175919592,0.13724022,-0.230504987,0.11676479,-0.028183711,0.036093691,49.42154581,68.79712623,1.654902257,-0.001210722,-0.001210722,10,0.044719389,0.095296632,-0.003337638,0.083781404,0.042610839,0.017662835,0.052654927,0.064451671,0.01969776,-0.049389729,-0.099000845,0.054511557,-0.21851331,0.173731324,-0.203982027,0.06913489,-0.039037892,-0.0268992,54.93164657,69.81560825,2.153273383,-0.003539291,-0.003539291,14.18,0.02371634,0.08012473,-0.033538678,0.138934897,-0.020221237,0.018970652,0.01454091,0.041681743,0.009564474,-0.036898398,-0.089968479,0.060517211,-0.173549126,0.162035029,-0.188920245,0.076188895,-0.037069537,0.002054338,66.81764696,71.73390719,2.891492183,-0.016524691,-0.016524691
53,1228904,156,0,0.024474461,0.056273548,0.046343542,0.110647113,-0.051331666,0.15001322,0.010809123,0.047097229,0.120685614,0.009848765,-0.083457022,0.032704374,-0.096293419,-0.01188059,0.066383602,-0.287678305,0.040539144,-0.162949575,0.023624676,71.95334338,-0.159212608,0.015890713,0.015890713,2,-0.002415197,0.035404344,0.188822492,-0.040182663,0.070328486,0.057622444,0.025130226,0.061875133,0.080032329,-0.03704191,0.003514106,-0.177939396,0.107666564,-0.30029553,0.259820678,-0.441008255,0.145506389,-0.156567649,12.69638248,69.73445096,0.110955196,0.019593041,0.019593041,4,0.01026484,0.048088236,0.099699581,-0.053424998,0.151275371,-0.031565922,0.11428482,0.016905647,0.066957868,0.019359391,-0.070939875,0.013358101,-0.144721801,0.045864209,-0.038332258,-0.200343045,0.081128444,-0.121445304,29.31583379,68.96602372,0.543043901,0.015851713,0.015851713,6,0.013144081,0.054270621,-0.04250763,0.122810168,-0.068200163,0.075932168,0.008899802,0.041483856,0.048140954,0.00328214,-0.075071022,0.022202552,-0.110071871,0.079857892,-0.093889103,-0.027353914,-0.030625722,-0.053238259,40.80266633,68.50797327,1.297968126,0.004096707,0.004096707,8,-0.002991222,0.052713101,0.004782908,0.126490638,-0.013511785,0.087564795,0.044120695,0.105263777,0.00770506,0.013807961,-0.071065306,0.061936085,-0.146600646,0.135313312,-0.200849284,0.085919747,-0.055122768,0.015880512,49.42720999,68.79486625,1.617930687,-0.001210722,-0.001210722,10,0.026129421,0.067440922,0.003813647,0.106253755,-0.010604832,0.00833277,0.0636614,0.026014321,0.029826014,-0.004919942,-0.077427114,0.081808836,-0.218077976,0.162897156,-0.196995863,0.06200881,-0.065682572,-0.016303281,55.09750486,69.77390921,2.164083231,-0.003539291,-0.003539291,14.18,0.05163619,0.060003331,-0.033541994,0.134651165,-0.029804719,0.062197208,0.048813144,0.092961377,0.019890862,-0.024478613,-0.087483297,0.033845137,-0.15424231,0.118465174,-0.203341997,0.116332793,-0.038961993,0.012108579,66.67943987,71.6748486,2.945368554,-0.016524691,-0.016524691
54,1283192,156,0,0.001383941,0.090207747,0.064969853,0.106257271,-0.029496946,0.154988203,-0.010107248,0.046025359,0.123860156,0.006447483,-0.072594695,0.059836911,-0.114090481,-0.016643328,0.078554914,-0.268182132,0.056458214,-0.139633707,0.035415157,71.9696824,-0.171227838,0.015890713,0.015890713,2,-0.00108559,0.017613845,0.22380099,-0.064421901,0.101460916,0.08867039,-0.029816534,0.040281692,0.061374285,-0.002155278,0.035861289,-0.195973611,0.102111618,-0.269367068,0.245261845,-0.46450398,0.128652592,-0.198835499,12.57252302,69.91726852,0.090053734,0.019593041,0.019593041,4,0.041453292,0.042470527,0.131350949,-0.023555273,0.153624592,-0.068234269,0.075345862,0.044377274,0.068296834,0.009631125,-0.031327415,0.035081697,-0.147272208,0.04093602,-0.036026204,-0.246878774,0.096892422,-0.129337435,29.34413316,68.90503944,0.565568033,0.015851713,0.015851713,6,0.014271605,0.092666899,-0.045404065,0.132143906,-0.023691625,0.086498589,0.006013678,0.059070738,0.052874152,0.004176093,-0.042343323,0.028998662,-0.160203856,0.073936839,-0.10544234,-0.043774809,-0.038251671,-0.04842503,40.8695681,68.51506874,1.449125261,0.004096707,0.004096707,8,0.032608384,0.065037748,0.021073472,0.093363334,-0.010624189,0.090958317,0.028371291,0.102311547,0.044011781,-0.013136927,-0.084813249,0.0621748,-0.181934592,0.14888262,-0.184920758,0.085547615,-0.068701329,0.042914298,49.392525,68.79229643,1.641881068,-0.001210722,-0.001210722,10,0.014937886,0.095205138,0.031547756,0.104065027,0.020727588,0.058407239,0.032609456,0.080697212,0.016699123,-0.023755826,-0.10608908,0.092005613,-0.208170651,0.169810076,-0.182391665,0.100460695,-0.030725981,-0.024507291,54.96798422,69.73919232,2.015036186,-0.003539291,-0.003539291,14.18,0.050129035,0.043747743,0.015046633,0.146231203,-0.024585575,0.033908478,0.038472238,0.052529275,0.032616856,-0.056499316,-0.046054272,0.068527649,-0.154787148,0.148193929,-0.215364785,0.11966641,0.005274164,0.016699488,66.82431298,71.71670037,2.897498916,-0.016524691,-0.016524691
55,1247204,144,0,0.009019847,0.0695697,0.0458141,0.078079614,-0.056981362,0.17477064,-0.017127349,-0.010680082,0.132225209,-0.00320237,-0.116895957,0.052140797,-0.081791923,-0.052293491,0.069084169,-0.266538051,0.035118557,-0.140054866,0.076975975,71.89153671,-0.143174217,0.015890713,0.015890713,2,0.009171413,-0.01802861,0.183049733,-0.081463442,0.094078368,0.08169036,0.018515144,0.058130963,0.076710896,-0.012866922,0.022572589,-0.182749342,0.120477117,-0.304840113,0.238179588,-0.467274417,0.13983436,-0.186257394,12.67081073,69.83311761,0.121313789,0.019593041,0.019593041,4,0.039269147,0.023642917,0.104986686,-0.045806293,0.16121157,-0.035237075,0.081057368,-0.004465867,0.064038723,0.008752279,-0.074164184,0.03084053,-0.119244986,0.031434384,-0.046871849,-0.221922586,0.104465374,-0.121361045,29.33323185,68.85672307,0.557347262,0.015851713,0.015851713,6,0.042797921,0.073301608,-0.014552547,0.166886654,-0.013573369,0.107482231,0.044747433,0.032789337,0.038166237,0.010821207,-0.043486699,0.0657088,-0.153745609,0.054068609,-0.12528794,-0.030502565,-0.038216312,-0.04495971,40.92206144,68.57257596,1.306170911,0.004096707,0.004096707,8,0.013487126,0.067659317,-0.028959659,0.08888641,-0.017365333,0.051339608,0.006245426,0.087447414,0.026298042,0.001042858,-0.058890564,0.069180337,-0.148071873,0.145015069,-0.220040014,0.074165302,-0.065998921,0.039716755,49.51596709,68.78594325,1.698359608,-0.001210722,-0.001210722,10,0.057997339,0.069758988,0.011492773,0.11707417,-0.00878116,0.028892226,0.036571841,0.028938551,0.042871048,0.003111745,-0.117386345,0.07132321,-0.208217861,0.174354528,-0.205184158,0.063806296,-0.012019082,0.025316895,54.98601567,69.69788438,2.161830824,-0.003539291,-0.003539291,14.18,0.043119204,0.063964882,-0.024382766,0.106654126,-0.001046689,0.058686033,0.037116648,0.061468217,0.061441403,-0.045230922,-0.055751856,0.029912277,-0.173987975,0.11030844,-0.202247984,0.120904694,-0.011661797,0.003795504,66.70712939,71.75931992,3.023588275,-0.016524691,-0.016524691
56,1290187,128,0,0.016172714,0.077842688,0.087430226,0.092994221,-0.056033857,0.138610813,0.024993309,0.022561371,0.128708771,-0.005050739,-0.067574456,0.033316436,-0.101629805,-0.020091628,0.052692308,-0.276150154,0.035091342,-0.132915968,-0.035309355,71.9295861,-0.14834554,0.015890713,0.015890713,2,0.016967087,0.008494437,0.23314931,-0.054413812,0.081110308,0.105786061,0.017341497,0.053545841,0.092212071,-0.023221286,0.023823932,-0.183100726,0.108258179,-0.254907289,0.268529121,-0.424792606,0.108218211,-0.198789575,12.62651222,69.75425821,0.143794555,0.019593041,0.019593041,4,0.010294684,0.048580499,0.086988424,-0.023160723,0.16019116,-0.010556885,0.103963086,0.025178281,0.100624194,-0.007916147,-0.033153926,-0.008192006,-0.12224305,0.058572461,-0.022505494,-0.226827412,0.079017156,-0.135070053,29.3734047,68.98440313,0.529578966,0.015851713,0.015851713,6,0.038976273,0.046243079,-0.019718031,0.170570174,-0.017653424,0.06787529,0.053722321,0.034231844,0.0773199,-0.027528008,-0.074773552,0.038734819,-0.156413971,0.060073432,-0.09593461,-0.0373366,-0.037666911,-0.076194227,40.87535625,68.52193468,1.450512693,0.004096707,0.004096707,8,0.00684885,0.076388009,0.007901826,0.092126937,-0.009801503,0.095650229,0.042216433,0.102528452,0.020054783,-0.028488034,-0.053565783,0.052883562,-0.186707499,0.158533669,-0.200739976,0.116359288,-0.07288117,0.029082491,49.4236979,68.73661882,1.646536119,-0.001210722,-0.001210722,10,0.003043216,0.073424513,-0.021939869,0.074821488,0.020340206,0.004062122,0.07205418,0.037959321,0.0318736,-0.004909034,-0.119967995,0.054182303,-0.188375251,0.189746789,-0.181889534,0.114572192,-0.049333731,-0.008645776,55.06745642,69.7852692,2.037992542,-0.003539291,-0.003539291,14.18,0.003653267,0.040374526,0.010074366,0.145910992,-0.007888353,0.058453777,0.011005984,0.059310299,0.050739251,-0.049488451,-0.055051671,0.068302302,-0.16908917,0.126592527,-0.227240781,0.124144036,-0.037663861,0.05088222,66.74468849,71.71407578,2.925728947,-0.016524691,-0.016524691
